#b, tawa mi, 3345
#b, sina pona, 322
#b, mi kepeken, 322
#b, lili mi, 320
#b, sina kepeken, 319
#b, mama mije, 319
#b, jan kepeken, 318
#b, pali ona, 316
#b, kama mi, 316
#b, kama tenpo, 315
#b, ni tan, 314
#b, jan ma, 310
#b, wan taso, 307
#b, pona pona, 303
#b, ona meli, 301
#b, mi moku, 300
#b, meli sama, 299
#b, wile pana, 298
#b, sama ni, 298
#b, mute kama, 297
#b, ken kepeken, 294
#b, toki ona, 292
#b, toki mi, 292
#b, poka mi, 292
#b, ken ni, 291
#b, ona kepeken, 290
#b, kama jan, 290
#b, pona mi, 288
#b, ona mije, 288
#b, mute jan, 288
#b, tan jan, 287
#b, pini jan, 286
#b, ma kasi, 285
#b, suno pini, 282
#b, pana mani, 282
#b, jan sama, 282
#b, wile lukin, 281
#b, weka tan, 281
#b, sina anu, 280
#b, jan ike, 279
#b, jan awen, 279
#b, pana telo, 276
#b, open tenpo, 273
#b, luka tu, 271
#b, sona ona, 270
#b, sona mi, 268
#b, sama jan, 268
#b, mute ni, 268
#b, pona sijelo, 266
#b, mama meli, 266
#b, jo ilo, 266
#b, tawa poka, 265
#b, mi pona, 265
#b, lukin mi, 262
#b, lipu ni, 262
#b, pali ijo, 261
#b, mi ni, 261
#b, ona lukin, 257
#b, tawa kon, 256
#b, tenpo sike, 255
#b, jo jan, 255
#b, ona sona, 253
#b, luka luka, 253
#b, nasin sewi, 252
#b, lukin lipu, 248
#b, jo tomo, 247
#b, jan moku, 247
#b, ilo sitelen, 247
#b, pilin akesi, 246
#b, kasi kule, 245
#b, jan sewi, 244
#b, lukin sina, 243
#b, ilo tawa, 243
#b, tomo ona, 241
#b, tawa sewi, 237
#b, pali pona, 233
#b, mute ike, 233
#b, lawa mi, 233
#b, ni toki, 232
#b, kepeken tomo, 231
#b, tenpo mi, 230
#b, ike tan, 229
#b, tan mi, 228
#b, mute mi, 228
#b, kama ni, 228
#b, toki sina, 227
#b, kasi suli, 226
#b, jan ali, 226
#b, ale mi, 226
#b, kama moli, 224
#b, sona jan, 223
#b, lawa ona, 222
#b, taso jan, 221
#b, meli ni, 221
#b, kama sin, 221
#b, mije sama, 220
#b, mi kute, 219
#b, poka jan, 218
#b, kulupu mama, 218
#b, ma ni, 217
#b, mi sina, 216
#b, mama mi, 216
#b, lukin sitelen, 216
#b, wile mi, 215
#b, ni ken, 214
#b, kama pona, 214
#b, pona sina, 213
#b, wawa ni, 212
#b, toki jan, 212
#b, jan olin, 212
#b, len noka, 211
#b, ni suli, 210
#b, ni ijo, 210
#b, telo suli, 209
#b, pilin utala, 209
#b, mute ken, 209
#b, toki kepeken, 208
#b, tawa musi, 208
#b, supa lape, 208
#b, sona tawa, 208
#b, suli tawa, 207
#b, pona ni, 207
#b, nasin lawa, 206
#b, mi olin, 206
#b, lili ona, 206
#b, mute toki, 205
#b, tomo sina, 204
#b, sona mute, 204
#b, mije ni, 204
#b, kama pakala, 204
#b, meli lili, 203
#b, jan nasa, 203
#b, toki ante, 202
#b, tawa kulupu, 201
#b, sona pona, 200
#b, meli mi, 200
#b, jo lipu, 200
#b, wawa mute, 198
#b, lili taso, 198
#b, jan moli, 196
#b, sitelen lipu, 195
#b, pilin wawa, 195
#b, nasin ni, 192
#b, lili jan, 192
#b, tawa linja, 191
#b, pana pilin, 191
#b, tomo jan, 190
#b, kepeken len, 189
#b, kama anpa, 189
#b, awen sona, 189
#b, sona sina, 187
#b, sina ni, 187
#b, pilin sina, 187
#b, sitelen insa, 186
#b, kama tomo, 186
#b, tenpo sina, 185
#b, suno ale, 185
#b, lili ni, 185
#b, sina sina, 184
#b, sina awen, 183
#b, pali mi, 183
#b, jan weka, 183
#b, mi tenpo, 182
#b, mi weka, 181
#b, linja lawa, 180
#b, jan tomo, 180
#b, ijo ike, 180
#b, jo tenpo, 179
#b, mi tan, 178
#b, lili tawa, 178
#b, tu tu, 177
#b, telo sewi, 177
#b, ni nasin, 177
#b, tomo pali, 176
#b, mute mute, 176
#b, ale jan, 176
#b, linja nimi, 175
#b, suli ni, 174
#b, pini sina, 174
#b, ona tenpo, 174
#b, kepeken tenpo, 174
#b, kama suli, 174
#b, jo jo, 174
#b, poka sina, 173
#b, ona awen, 173
#b, mi ona, 173
#b, pimeja ni, 172
#b, mute pona, 172
#b, mi tu, 172
#b, tenpo sin, 171
#b, tan ona, 171
#b, sona ijo, 171
#b, mije lili, 171
#b, mani lili, 171
#b, lili mute, 171
#b, jo len, 171
#b, ni taso, 170
#b, ona ona, 169
#b, nimi ni, 169
#b, sina moku, 168
#b, kon sewi, 168
#b, toki sin, 167
#b, tawa kama, 167
#b, ona tan, 166
#b, lupa tomo, 166
#b, tan tomo, 165
#b, suno mute, 165
#b, mute ona, 165
#b, wile kepeken, 164
#b, lipu toki, 162
#b, wile jo, 161
#b, wile awen, 161
#b, sinpin lawa, 161
#b, sike ma, 161
#b, lawa ni, 161
#b, kama poka, 161
#b, jan suli, 161
#b, ijo ni, 161
#b, lawa sina, 160
#b, supa monsi, 159
#b, jan tan, 159
#b, ilo sona, 159
#b, ale ona, 159
#b, toki ike, 158
#b, tawa kepeken, 158
#b, pona ona, 158
#b, sitelen ni, 157
#b, ni pana, 157
#b, mani tawa, 157
#b, kama wile, 157
#b, ko lete, 156
#b, kepeken noka, 156
#b, kama lukin, 156
#b, awen tawa, 156
#b, telo tawa, 155
#b, pona tan, 155
#b, mije mi, 154
#b, lawa tomo, 154
#b, lawa jan, 154
#b, awen tomo, 154
#b, tawa nasin, 153
#b, wile sina, 152
#b, tawa insa, 152
#b, sina mi, 152
#b, pona lili, 152
#b, olin mi, 152
#b, mi anu, 152
#b, tawa pona, 151
#b, pali mute, 151
#b, nasin mi, 151
#b, mute ma, 151
#b, ike mi, 151
#b, pini ona, 150
#b, kepeken nasin, 150
#b, jo ijo, 150
#b, jan ona, 150
#b, awen ni, 150
#b, tomo lawa, 149
#b, tawa tenpo, 149
#b, pali tomo, 149
#b, ona moku, 149
#b, ni tomo, 149
#b, moli jan, 149
#b, mi pini, 149
#b, kon tawa, 149
#b, sama sina, 147
#b, sin tawa, 146
#b, musi ni, 146
#b, ken awen, 146
#b, kama weka, 145
#b, pali sina, 144
#b, ona ike, 144
#b, ni kepeken, 144
#b, ma ante, 144
#b, kama sina, 144
#b, mama ona, 143
#b, wile ona, 142
#b, wile jan, 142
#b, pona jan, 142
#b, ale tawa, 142
#b, mi sitelen, 141
#b, jan utala, 141
#b, jan pakala, 141
#b, ike ni, 141
#b, awen ma, 141
#b, ale ni, 141
#b, ijo tawa, 140
#b, ale kama, 140
#b, pini ni, 139
#b, mute lili, 139
#b, sama ona, 138
#b, lili sina, 138
#b, wawa tawa, 137
#b, wile pona, 136
#b, moku ni, 136
#b, ken pilin, 136
#b, soweli tawa, 135
#b, mute jo, 135
#b, kepeken luka, 135
#b, jan poka, 135
#b, olin ona, 134
#b, ma ale, 134
#b, musi uta, 133
#b, ilo open, 133
#b, ijo mute, 133
#b, nasin jan, 132
#b, ike sijelo, 132
#b, toki wile, 131
#b, ona ni, 131
#b, ken jan, 131
#b, tan sewi, 130
#b, sina tan, 130
#b, sina sama, 130
#b, pana lipu, 130
#b, olin sina, 130
#b, telo kama, 129
#b, pana ona, 129
#b, mi taso, 129
#b, ni sama, 128
#b, mi tomo, 128
#b, mi pakala, 128
#b, ken sona, 128
#b, sona nasin, 127
#b, open lupa, 127
#b, olin jan, 127
#b, ni jo, 127
#b, jan wan, 127
#b, sina tenpo, 126
#b, seli moku, 126
#b, mute pali, 126
#b, jan mi, 126
#b, ijo mi, 126
#b, tomo pona, 125
#b, sitelen lape, 125
#b, sewi kama, 125
#b, nasin sina, 125
#b, mute tan, 125
#b, lukin lukin, 125
#b, nimi mi, 124
#b, mute sona, 124
#b, musi jan, 124
#b, kama wan, 124
#b, meli ona, 123
#b, pan suwi, 122
#b, ni pali, 122
#b, moku moku, 122
#b, mama sina, 122
#b, lukin sama, 122
#b, ken pona, 122
#b, jo ona, 122
#b, jan musi, 122
#b, tawa tawa, 121
#b, sona wawa, 121
#b, sona tan, 121
#b, lukin pali, 121
#b, ken moku, 121
#b, jan sitelen, 121
#b, tomo moku, 120
#b, toki tan, 120
#b, tawa mama, 120
#b, pini pali, 120
#b, pali sama, 120
#b, ona weka, 120
#b, mute ale, 120
#b, wawa lili, 119
#b, sina pini, 119
#b, insa tomo, 119
#b, wile ijo, 118
#b, pini tenpo, 118
#b, mute sina, 118
#b, ilo tenpo, 118
#b, ijo sin, 118
#b, wile lape, 117
#b, toki wawa, 117
#b, tawa tan, 117
#b, kama ona, 117
#b, tomo telo, 116
#b, toki tenpo, 116
#b, toki anu, 116
#b, pali tawa, 116
#b, mi en, 116
#b, jan tenpo, 116
#b, toki mute, 115
#b, mute taso, 115
#b, ma ma, 115
#b, ken mi, 115
#b, jan anu, 115
#b, tawa sin, 114
#b, pali tenpo, 114
#b, jan sina, 114
#b, ale sina, 114
#b, sijelo ona, 113
#b, nena suli, 113
#b, mute pilin, 113
#b, jan kalama, 113
#b, ijo pona, 113
#b, moku tawa, 112
#b, kute ni, 112
#b, suli mi, 111
#b, pona ale, 111
#b, poka ona, 111
#b, pilin ona, 111
#b, mute tenpo, 111
#b, tenpo jan, 110
#b, sona sin, 110
#b, pali ike, 110
#b, taso ni, 109
#b, sin ni, 109
#b, pona tenpo, 109
#b, pona anu, 109
#b, mute lukin, 109
#b, kute kalama, 109
#b, jan pini, 109
#b, toki musi, 108
#b, ni nasa, 108
#b, tenpo wan, 107
#b, tenpo lete, 107
#b, sina taso, 107
#b, pona tomo, 107
#b, ona suli, 107
#b, mi ike, 107
#b, lupa suno, 107
#b, len lawa, 107
#b, kama kama, 107
#b, tenpo sama, 106
#b, sina weka, 106
#b, mi sama, 106
#b, ken ona, 106
#b, ijo jan, 106
#b, weka ike, 105
#b, tawa meli, 105
#b, pilin pilin, 105
#b, lukin mute, 105
#b, jo soweli, 105
#b, toki nimi, 104
#b, pilin musi, 104
#b, pana moku, 104
#b, pana ijo, 104
#b, musi tawa, 104
#b, musi pona, 104
#b, jan taso, 104
#b, ijo ante, 104
#b, tomo suli, 103
#b, tomo ma, 103
#b, telo pimeja, 103
#b, soweli lili, 103
#b, sama tawa, 103
#b, pakala mi, 103
#b, ni pilin, 103
#b, ni ma, 103
#b, moku kili, 103
#b, mi ma, 103
#b, tawa anpa, 102
#b, suli ike, 102
#b, pilin sama, 102
#b, ona tu, 102
#b, moku pona, 102
#b, tawa soweli, 101
#b, sike mun, 101
#b, ni wile, 101
#b, mute kepeken, 101
#b, jan mani, 101
#b, tomo lili, 100
#b, tenpo ali, 100
#b, poki telo, 100
#b, ona tomo, 100
#b, ona taso, 100
#b, nasin pona, 100
#b, luka sina, 100
#b, luka ona, 100
#b, tenpo seli, 99
#b, telo wawa, 99
#b, pali pali, 99
#b, ona pakala, 99
#b, mi ale, 99
#b, lipu tawa, 99
#b, kama pilin, 99
#b, ike jan, 99
#b, tenpo pona, 98
#b, sijelo mi, 98
#b, pilin jan, 98
#b, moku mute, 98
#b, ijo sina, 98
#b, sin ona, 97
#b, pana ilo, 97
#b, nimi ona, 97
#b, nasa tawa, 97
#b, lukin tomo, 97
#b, lili kama, 97
#b, kama lili, 97
#b, kalama uta, 97
#b, toki taso, 96
#b, soweli suwi, 96
#b, sina ike, 96
#b, wawa toki, 95
#b, telo kasi, 95
#b, ona mi, 95
#b, luka mi, 95
#b, ken kute, 95
#b, ale pona, 95
#b, suli ona, 94
#b, sona tenpo, 94
#b, pona toki, 94
#b, lukin tawa, 94
#b, telo walo, 93
#b, mi lape, 93
#b, kon seli, 93
#b, ilo utala, 93
#b, taso sina, 92
#b, pona taso, 92
#b, ni sona, 92
#b, mute awen, 92
#b, kepeken supa, 92
#b, soweli wawa, 91
#b, pona nasa, 91
#b, pana ni, 91
#b, ona moli, 91
#b, nasin suno, 91
#b, lukin pona, 91
#b, luka wan, 91
#b, jan anpa, 91
#b, akesi tan, 91
#b, wile mute, 90
#b, toki suli, 90
#b, sike tu, 90
#b, pana nimi, 90
#b, ona ma, 90
#b, nimi sina, 90
#b, ni sitelen, 90
#b, mi open, 90
#b, mi moli, 90
#b, kute mi, 90
#b, jo meli, 90
#b, tenpo mun, 89
#b, pimeja pini, 89
#b, ni telo, 89
#b, mi lawa, 89
#b, ken lawa, 89
#b, en mi, 89
#b, telo sijelo, 88
#b, telo ni, 88
#b, tawa esun, 88
#b, suli jan, 88
#b, moku pan, 88
#b, lukin ijo, 88
#b, ken pini, 88
#b, kama ike, 88
#b, kama ale, 88
#b, kalama wawa, 88
#b, awen tenpo, 88
#b, tenpo musi, 87
#b, sitelen nimi, 87
#b, pilin pakala, 87
#b, ni musi, 87
#b, ni ale, 87
#b, nasa mute, 87
#b, ma pona, 87
#b, len ni, 87
#b, lape mi, 87
#b, utala jan, 86
#b, tawa sike, 86
#b, tawa pini, 86
#b, tawa pali, 86
#b, sona lili, 86
#b, sina kute, 86
#b, ma jan, 86
#b, jan tu, 86
#b, tenpo ona, 85
#b, ona olin, 85
#b, noka suli, 85
#b, jan open, 85
#b, tomo sitelen, 84
#b, pali jan, 84
#b, mute pana, 84
#b, kepeken nimi, 84
#b, wan jan, 83
#b, uta ona, 83
#b, toki sama, 83
#b, sijelo jan, 83
#b, moli ona, 83
#b, wile mani, 82
#b, tawa toki, 82
#b, suno tu, 82
#b, soweli mani, 82
#b, ona anu, 82
#b, nasin telo, 82
#b, mije ona, 82
#b, ken weka, 82
#b, jan sike, 82
#b, ike kama, 82
#b, anu jan, 82
#b, sina olin, 81
#b, poka telo, 81
#b, moku soweli, 81
#b, mama sewi, 81
#b, ma mi, 81
#b, kama ante, 81
#b, jan wawa, 81
#b, ante ni, 81
#b, toki insa, 80
#b, tan tenpo, 80
#b, pakala jan, 80
#b, nimi pona, 80
#b, ni pakala, 80
#b, moku kon, 80
#b, mi wan, 80
#b, mi telo, 80
#b, poki ni, 79
#b, lipu sona, 79
#b, len ona, 79
#b, ike sina, 79
#b, wile weka, 78
#b, weka ona, 78
#b, weka mi, 78
#b, sona nimi, 78
#b, noka mi, 78
#b, mute moku, 78
#b, mun luka, 78
#b, kulupu jan, 78
#b, kepeken wawa, 78
#b, jo telo, 78
#b, insa mi, 78
#b, tu ni, 77
#b, suli ma, 77
#b, sin mi, 77
#b, pilin lape, 77
#b, pali nasin, 77
#b, ni soweli, 77
#b, lili toki, 77
#b, kama nasa, 77
#b, jo sike, 77
#b, jan nasin, 77
#b, wile utala, 76
#b, tomo tomo, 76
#b, suli lili, 76
#b, pini lupa, 76
#b, pali sin, 76
#b, ona pini, 76
#b, nasin ona, 76
#b, mute anu, 76
#b, ken pakala, 76
#b, jo pali, 76
#b, tan ijo, 75
#b, suli wan, 75
#b, sina suli, 75
#b, sewi pona, 75
#b, lukin jo, 75
#b, kute toki, 75
#b, tomo lape, 74
#b, tawa supa, 74
#b, supa moku, 74
#b, soweli suli, 74
#b, sijelo sina, 74
#b, ni ilo, 74
#b, ni esun, 74
#b, mi poka, 74
#b, lawa wawa, 74
#b, insa poki, 74
#b, ijo ona, 74
#b, anu mi, 74
#b, weka jan, 73
#b, wan mi, 73
#b, suwi tawa, 73
#b, suli luka, 73
#b, sina nasa, 73
#b, pipi waso, 73
#b, jo sona, 73
#b, wile telo, 72
#b, weka ni, 72
#b, tomo anu, 72
#b, sina sitelen, 72
#b, pona wan, 72
#b, pali ale, 72
#b, ona open, 72
#b, lili pona, 72
#b, kiwen uta, 72
#b, ken sina, 72
#b, kama pini, 72
#b, jo sitelen, 72
#b, jan kute, 72
#b, ijo sama, 72
#b, sinpin tenpo, 71
#b, mi seli, 71
#b, wan tawa, 70
#b, sona kon, 70
#b, ni pini, 70
#b, ni lili, 70
#b, mama mama, 70
#b, ma tenpo, 70
#b, kepeken ona, 70
#b, kama ma, 70
#b, jo nimi, 70
#b, ike ona, 70
#b, ijo tan, 70
#b, ale tenpo, 70
#b, wile kute, 69
#b, wawa ona, 69
#b, sona ma, 69
#b, sina pakala, 69
#b, sewi tawa, 69
#b, pini lukin, 69
#b, pana kon, 69
#b, noka sina, 69
#b, nasa mi, 69
#b, mute telo, 69
#b, moku ona, 69
#b, kulupu ni, 69
#b, kama pali, 69
#b, jo linja, 69
#b, tan telo, 68
#b, poka ante, 68
#b, ni kon, 68
#b, mi nasa, 68
#b, meli sina, 68
#b, ma tawa, 68
#b, lape tenpo, 68
#b, jo ike, 68
#b, esun ni, 68
#b, toki ma, 67
#b, sitelen toki, 67
#b, seli mute, 67
#b, ni lipu, 67
#b, meli jan, 67
#b, lukin soweli, 67
#b, lete kama, 67
#b, ken open, 67
#b, kama sewi, 67
#b, jo ni, 67
#b, jan alasa, 67
#b, ilo kalama, 67
#b, ijo mani, 67
#b, ante pona, 67
#b, tomo tenpo, 66
#b, toki sewi, 66
#b, telo lukin, 66
#b, suli kama, 66
#b, pona sona, 66
#b, pakala ona, 66
#b, nimi mute, 66
#b, mije jan, 66
#b, mi suli, 66
#b, lili tu, 66
#b, len mi, 66
#b, kulupu musi, 66
#b, ken jo, 66
#b, jo lawa, 66
#b, jan kulupu, 66
#b, insa tenpo, 66
#b, ijo kama, 66
#b, taso ken, 65
#b, sina en, 65
#b, sike mute, 65
#b, pini pona, 65
#b, pilin tan, 65
#b, ona esun, 65
#b, ni meli, 65
#b, musi poka, 65
#b, mani mi, 65
#b, lukin ilo, 65
#b, jan lape, 65
#b, ilo moku, 65
#b, ilo lukin, 65
#b, ali mi, 65
#b, ale ale, 65
#b, utala tawa, 64
#b, tu jan, 64
#b, telo loje, 64
#b, pana ike, 64
#b, nasa ni, 64
#b, mute tomo, 64
#b, meli olin, 64
#b, ma anu, 64
#b, lukin kama, 64
#b, lipu nimi, 64
#b, lete lili, 64
#b, kepeken lipu, 64
#b, wile pini, 63
#b, tenpo tawa, 63
#b, sinpin tomo, 63
#b, sina ona, 63
#b, sike esun, 63
#b, moku suwi, 63
#b, lili tenpo, 63
#b, jan sin, 63
#b, ilo ni, 63
#b, wawa mi, 62
#b, utala ona, 62
#b, tu mi, 62
#b, tawa mije, 62
#b, taso tenpo, 62
#b, tan supa, 62
#b, pini lape, 62
#b, pana tomo, 62
#b, ni mije, 62
#b, meli pona, 62
#b, mama jan, 62
#b, ante ona, 62
#b, ale wile, 62
#b, wawa jan, 61
#b, wan tenpo, 61
#b, uta mi, 61
#b, uta jan, 61
#b, tenpo tu, 61
#b, suwi mute, 61
#b, sona pali, 61
#b, selo jan, 61
#b, moku lili, 61
#b, mi musi, 61
#b, lukin ma, 61
#b, lipu sina, 61
#b, lipu mute, 61
#b, kiwen tawa, 61
#b, jo pilin, 61
#b, jan esun, 61
#b, uta sina, 60
#b, suli sina, 60
#b, sina ma, 60
#b, sijelo pona, 60
#b, pini toki, 60
#b, pali ma, 60
#b, nasin tawa, 60
#b, monsi mi, 60
#b, lili ike, 60
#b, ilo musi, 60
#b, ale sona, 60
#b, sitelen ona, 59
#b, sin pona, 59
#b, pona ilo, 59
#b, pana sitelen, 59
#b, pali moku, 59
#b, pakala sina, 59
#b, olin meli, 59
#b, nasa pona, 59
#b, mi alasa, 59
#b, ma jo, 59
#b, lili pini, 59
#b, kepeken ni, 59
#b, ken sitelen, 59
#b, kama kulupu, 59
#b, anu sina, 59
#b, anpa mi, 59
#b, utala tan, 58
#b, tomo seli, 58
#b, toki ale, 58
#b, suno suno, 58
#b, sina tomo, 58
#b, sike lili, 58
#b, pana ken, 58
#b, ona kute, 58
#b, nimi tawa, 58
#b, nimi ale, 58
#b, ni kiwen, 58
#b, nasa tan, 58
#b, musi musi, 58
#b, kon jan, 58
#b, kepeken telo, 58
#b, jan telo, 58
#b, insa sina, 58
#b, alasa kala, 58
#b, wile sitelen, 57
#b, tawa ijo, 57
#b, taso tawa, 57
#b, sina lawa, 57
#b, sin kama, 57
#b, pini tawa, 57
#b, pimeja seli, 57
#b, pilin suwi, 57
#b, pana pana, 57
#b, pakala ni, 57
#b, open tawa, 57
#b, ona sitelen, 57
#b, nasin noka, 57
#b, kama open, 57
#b, jo moku, 57
#b, ilo nasa, 57
#b, wile pilin, 56
#b, wawa sina, 56
#b, tomo mani, 56
#b, toki pilin, 56
#b, tawa pilin, 56
#b, tawa anu, 56
#b, supa noka, 56
#b, suno tawa, 56
#b, sike mama, 56
#b, sijelo loje, 56
#b, sewi jan, 56
#b, pali sitelen, 56
#b, ni moku, 56
#b, nasin pali, 56
#b, mi lili, 56
#b, mi kalama, 56
#b, len sina, 56
#b, kepeken mani, 56
#b, kasi seli, 56
#b, kama insa, 56
#b, jan meli, 56
#b, insa ni, 56
#b, ike taso, 56
#b, ike suli, 56
#b, anu ni, 56
#b, ante mute, 56
#b, anpa tan, 56
#b, tu kama, 55
#b, tomo awen, 55
#b, sin sina, 55
#b, sewi tomo, 55
#b, poka tomo, 55
#b, pana sin, 55
#b, lawa pilin, 55
#b, lape pona, 55
#b, ko suwi, 55
#b, ken suli, 55
#b, kalama ilo, 55
#b, ilo pona, 55
#b, awen jan, 55
#b, tenpo kulupu, 54
#b, telo mama, 54
#b, sina lape, 54
#b, sin tenpo, 54
#b, poka lawa, 54
#b, pana poki, 54
#b, ni mani, 54
#b, ni lukin, 54
#b, moku tenpo, 54
#b, mije sina, 54
#b, lili wile, 54
#b, kepeken pona, 54
#b, ken lape, 54
#b, jan mije, 54
#b, ike tenpo, 54
#b, en sina, 54
#b, wile lawa, 53
#b, wile ante, 53
#b, tomo lipu, 53
#b, suno luka, 53
#b, suli tenpo, 53
#b, sona ale, 53
#b, sitelen mi, 53
#b, sama tenpo, 53
#b, pali musi, 53
#b, ona kalama, 53
#b, ona ale, 53
#b, moli mi, 53
#b, mije lawa, 53
#b, mi wawa, 53
#b, ijo tenpo, 53
#b, awen poka, 53
#b, awen mi, 53
#b, awen jo, 53
#b, ante ale, 53
#b, ale ken, 53
#b, ale jo, 53
#b, toki utala, 52
#b, toki kalama, 52
#b, telo lili, 52
#b, sona ike, 52
#b, sina moli, 52
#b, sama soweli, 52
#b, pana ko, 52
#b, open poki, 52
#b, ona wan, 52
#b, ona nasa, 52
#b, meli toki, 52
#b, ma ona, 52
#b, kili loje, 52
#b, kama telo, 52
#b, jo mije, 52
#b, insa ona, 52
#b, ale ma, 52
#b, wile moli, 51
#b, tan lukin, 51
#b, suno mun, 51
#b, pini pini, 51
#b, palisa luka, 51
#b, pali kepeken, 51
#b, ona lawa, 51
#b, nimi jan, 51
#b, ni mute, 51
#b, ni mama, 51
#b, mute pini, 51
#b, musi kepeken, 51
#b, mi meli, 51
#b, meli lawa, 51
#b, ma pali, 51
#b, insa ma, 51
#b, ijo wan, 51
#b, weka len, 50
#b, wan ma, 50
#b, tomo kepeken, 50
#b, telo mute, 50
#b, suno ali, 50
#b, soweli ni, 50
#b, sona kepeken, 50
#b, sewi telo, 50
#b, seli ni, 50
#b, poki lete, 50
#b, pakala mute, 50
#b, ona ijo, 50
#b, nasa jan, 50
#b, musi tenpo, 50
#b, musi mute, 50
#b, mu pilin, 50
#b, mi ante, 50
#b, ma poka, 50
#b, lape jan, 50
#b, kama pana, 50
#b, kama kepeken, 50
#b, jo poki, 50
#b, ike lukin, 50
#b, ike ike, 50
#b, anu ona, 50
#b, tu tenpo, 49
#b, toki mama, 49
#b, sewi pana, 49
#b, sewi ona, 49
#b, sama tu, 49
#b, pona pali, 49
#b, ona lape, 49
#b, mute luka, 49
#b, musi mi, 49
#b, mama sama, 49
#b, lukin sin, 49
#b, lukin meli, 49
#b, lipu mi, 49
#b, lawa pona, 49
#b, kon mi, 49
#b, en meli, 49
#b, ante mi, 49
#b, tawa sijelo, 48
#b, tan pali, 48
#b, suli pona, 48
#b, soweli pona, 48
#b, pimeja kama, 48
#b, ona poka, 48
#b, ni lawa, 48
#b, ni awen, 48
#b, musi ona, 48
#b, mun tu, 48
