#b, jan li, 10759
#b, li kepeken, 682
#b, awen lon, 676
#b, li sama, 664
#b, li moku, 664
#b, sewi li, 654
#b, tomo pi, 650
#b, ale la, 646
#b, pilin ike, 634
#b, pi tomo, 634
#b, mi lon, 624
#b, jan pona, 622
#b, kama la, 618
#b, toki lon, 617
#b, pona ala, 612
#b, o pana, 612
#b, ala ken, 612
#b, mi jo, 610
#b, pona e, 608
#b, sina sona, 595
#b, toki ala, 589
#b, li weka, 589
#b, li pakala, 589
#b, ma li, 588
#b, pilin pona, 579
#b, tenpo kama, 569
#b, kepeken e, 560
#b, ala lon, 560
#b, lon seme, 558
#b, ni lon, 551
#b, wile sona, 549
#b, kalama musi, 549
#b, tawa ma, 547
#b, tenpo pimeja, 543
#b, jan ala, 542
#b, en jan, 541
#b, tawa tomo, 536
#b, tawa ni, 536
#b, pini e, 536
#b, kama ala, 534
#b, e sona, 530
#b, li pini, 529
#b, jan lawa, 528
#b, jan en, 527
#b, o tawa, 526
#b, e sitelen, 525
#b, mute la, 522
#b, e len, 522
#b, sina lon, 521
#b, e nimi, 506
#b, tenpo ale, 505
#b, olin e, 505
#b, kepeken ilo, 502
#b, lawa e, 497
#b, e pilin, 495
#b, suno ni, 492
#b, nanpa wan, 492
#b, tenpo pi, 490
#b, sina toki, 489
#b, mi pali, 486
#b, tenpo lili, 483
#b, pona lukin, 483
#b, pakala e, 483
#b, soweli tomo, 481
#b, lili la, 479
#b, sina pilin, 478
#b, kute e, 478
#b, ken la, 476
#b, o kama, 475
#b, pi toki, 474
#b, mi pana, 468
#b, jan ante, 467
#b, lon esun, 465
#b, lawa pi, 460
#b, wile kama, 458
#b, tomo li, 458
#b, nasin seme, 458
#b, telo nasa, 447
#b, e moku, 442
#b, ala sona, 442
#b, ken kama, 436
#b, e soweli, 435
#b, ona mute, 433
#b, pi telo, 431
#b, sina la, 429
#b, tawa weka, 426
#b, toki pi, 425
#b, sina tawa, 425
#b, tu li, 424
#b, tawa lukin, 423
#b, mi jan, 423
#b, li moli, 423
#b, suli li, 420
#b, tenpo mute, 418
#b, ilo toki, 418
#b, jan ale, 417
#b, o lukin, 414
#b, wile pali, 410
#b, ona lon, 410
#b, kepeken toki, 410
#b, lon nasin, 404
#b, sina jo, 402
#b, ni anu, 401
#b, sitelen tawa, 400
#b, lon toki, 400
#b, e tenpo, 399
#b, ala toki, 397
#b, wawa e, 395
#b, kama tan, 395
#b, ijo pi, 395
#b, tenpo suli, 394
#b, e nasin, 393
#b, pali ala, 392
#b, telo li, 389
#b, tu wan, 388
#b, li open, 388
#b, meli li, 385
#b, kin e, 382
#b, sina pali, 380
#b, pi nasin, 379
#b, sina lukin, 377
#b, lukin ala, 377
#b, e pali, 374
#b, ken toki, 371
#b, sitelen e, 369
#b, tan ma, 367
#b, wile toki, 365
#b, poka pi, 365
#b, sona pi, 363
#b, kama tawa, 363
#b, e kon, 363
#b, tomo mi, 362
#b, mani mute, 362
#b, jan mute, 362
#b, open e, 361
#b, lon insa, 360
#b, tomo sona, 359
#b, toki li, 359
#b, li seme, 358
#b, e ike, 358
#b, ala wile, 358
#b, tenpo ala, 357
#b, o awen, 357
#b, wile tawa, 356
#b, la tenpo, 356
#b, ike mute, 354
#b, tawa li, 350
#b, li ijo, 347
#b, sama mi, 345
#b, tenpo seme, 340
#b, ali li, 339
#b, mije li, 338
#b, pi sike, 337
#b, sike suno, 336
#b, insa pi, 336
#b, jan o, 335
#b, li olin, 333
#b, ante li, 331
#b, sina mute, 330
#b, ken pali, 327
#b, ala lukin, 323
#b, tawa pi, 321
#b, taso ona, 321
#b, mi awen, 321
#b, taso mi, 319
#b, e lupa, 318
#b, pilin ala, 317
#b, li nasa, 315
#b, jan ni, 315
#b, sina pana, 313
#b, mama mije, 312
#b, lon telo, 312
#b, li musi, 312
#b, suli mute, 311
#b, sona li, 311
#b, toki pona, 310
#b, pona li, 308
#b, open pi, 308
#b, e linja, 308
#b, wan taso, 307
#b, ala pona, 307
#b, lon supa, 306
#b, pi suli, 305
#b, pana ala, 305
#b, e poki, 304
#b, tomo ni, 302
#b, tawa ala, 301
#b, suno kama, 301
#b, meli sama, 296
#b, e meli, 296
#b, mi kepeken, 295
#b, pi mi, 294
#b, sina kepeken, 292
#b, li lawa, 290
#b, lili pi, 289
#b, ken pana, 289
#b, awen ala, 289
#b, pi sitelen, 288
#b, pilin mi, 287
#b, musi pi, 287
#b, e ma, 286
#b, tawa wawa, 285
#b, e ale, 284
#b, li kalama, 283
#b, ken lukin, 283
#b, suno li, 282
#b, sin e, 282
#b, pali pi, 282
#b, ala pali, 282
#b, ken tawa, 281
#b, mute lon, 277
#b, taso li, 276
#b, li lili, 275
#b, ala kama, 275
#b, ona sama, 274
#b, ni tenpo, 274
#b, ma pi, 274
#b, e pan, 274
#b, pi ilo, 273
#b, o kepeken, 272
#b, weka tan, 271
#b, mi moku, 271
#b, sina anu, 269
#b, mute e, 269
#b, mi o, 269
#b, wile moku, 268
#b, suno pini, 268
#b, ona la, 268
#b, luka tu, 268
#b, ni pi, 267
#b, pi ijo, 264
#b, ona tawa, 264
#b, e lon, 264
#b, o pini, 263
#b, ike li, 263
#b, li sitelen, 262
#b, o weka, 260
#b, ni tan, 260
#b, wile pana, 258
#b, mama meli, 258
#b, mute seme, 256
#b, wan la, 255
#b, sina jan, 255
#b, ante e, 254
#b, wan li, 253
#b, poka mi, 253
#b, e wile, 253
#b, nasin pi, 252
#b, moli e, 251
#b, e kalama, 250
#b, pona sijelo, 249
#b, lipu ni, 249
#b, tenpo sike, 248
#b, sama ni, 247
#b, pi mani, 247
#b, ala jo, 247
#b, pilin akesi, 246
#b, luka luka, 246
#b, ona mije, 245
#b, e kili, 244
#b, pi pilin, 243
#b, kasi kule, 243
#b, alasa e, 243
#b, mi mi, 242
#b, lon sewi, 242
#b, nasin sewi, 241
#b, ma kasi, 240
#b, ilo pi, 240
#b, ilo tawa, 238
#b, o pali, 237
#b, wile lukin, 236
#b, pona lon, 236
#b, kepeken ala, 236
#b, wawa li, 234
#b, pona la, 233
#b, lawa li, 232
#b, ona meli, 228
#b, jan pali, 226
#b, suli la, 225
#b, pali lon, 225
#b, jan ali, 225
#b, nanpa luka, 224
#b, kin li, 224
#b, kasi suli, 224
#b, mute pi, 223
#b, telo e, 222
#b, moku ala, 222
#b, pi wawa, 221
#b, ken kepeken, 221
#b, li wawa, 220
#b, jan sewi, 220
#b, pi kama, 219
#b, lukin la, 219
#b, lipu pi, 219
#b, mije sama, 218
#b, meli ni, 217
#b, kulupu mama, 217
#b, jan sona, 217
#b, pona pi, 216
#b, musi li, 216
#b, tomo ona, 214
#b, mi kute, 214
#b, ni ni, 213
#b, lili e, 213
#b, lete li, 213
#b, toki mi, 212
#b, kama moli, 211
#b, e sike, 211
#b, pi kalama, 209
#b, kama sin, 209
#b, supa lape, 208
#b, mute ike, 208
#b, mi pi, 208
#b, kon li, 208
#b, tawa sewi, 207
#b, pona mi, 207
#b, pilin utala, 207
#b, mama mi, 207
#b, len noka, 205
#b, nimi pi, 204
#b, ijo li, 204
#b, tawa musi, 203
#b, meli lili, 203
#b, lon poki, 203
#b, li utala, 202
#b, ike tan, 202
#b, nasin lawa, 201
#b, jan la, 201
#b, seme lon, 199
#b, pi kasi, 199
#b, mije ni, 198
#b, ma ni, 197
#b, e kasi, 197
#b, tawa kulupu, 196
#b, lon la, 196
#b, lili taso, 196
#b, li seli, 196
#b, li ma, 196
#b, toki ante, 195
#b, tawa telo, 195
#b, awen e, 195
#b, jan sama, 193
#b, telo suli, 192
#b, mi olin, 192
#b, meli mi, 191
#b, ala tan, 191
#b, kepeken tomo, 190
#b, tawa kon, 189
#b, sona ni, 188
#b, lon sinpin, 188
#b, toki la, 187
#b, pilin wawa, 187
#b, li lape, 187
#b, e ko, 187
#b, tomo sina, 185
#b, sewi pi, 185
#b, kama pona, 185
#b, tawa linja, 184
#b, taso jan, 184
#b, sama jan, 184
#b, lon sike, 184
#b, li kute, 184
#b, ala pilin, 184
#b, seli e, 183
#b, li ante, 183
#b, ike ala, 183
#b, toki kepeken, 181
#b, tawa poka, 181
#b, sitelen insa, 181
#b, toki sina, 180
#b, jan tawa, 180
#b, jan lon, 180
#b, tawa e, 179
#b, tan jan, 179
#b, suno ale, 179
#b, li meli, 179
#b, kon pi, 179
#b, kama anpa, 179
#b, sona mi, 178
#b, o pilin, 178
#b, lawa mi, 178
#b, e mije, 178
#b, wawa mute, 177
#b, wawa ala, 177
#b, suli pi, 177
#b, sina o, 177
#b, linja lawa, 177
#b, ale pi, 177
#b, seli li, 176
#b, nanpa tu, 176
#b, telo sewi, 173
#b, linja nimi, 173
#b, toki ni, 172
#b, pi mama, 172
#b, li anpa, 172
#b, pilin sina, 171
#b, mije lili, 171
#b, utala e, 170
#b, tenpo sin, 170
#b, tawa seme, 170
#b, mute o, 170
#b, tu tu, 169
#b, pimeja ni, 169
#b, nasin ni, 169
#b, mani li, 169
#b, lili mi, 169
#b, ala kepeken, 169
#b, lawa ona, 168
#b, pi ona, 167
#b, sona mute, 166
#b, mi tu, 166
#b, sin li, 165
#b, li tan, 165
#b, kama pakala, 164
#b, e luka, 164
#b, ni taso, 163
#b, ma la, 163
#b, li telo, 163
#b, jan ike, 163
#b, poka sina, 162
#b, nimi ni, 162
#b, moku lon, 162
#b, mani lili, 162
#b, kama suli, 162
#b, soweli pi, 161
#b, soweli li, 161
#b, pini ala, 161
#b, lon kulupu, 161
#b, e pakala, 161
#b, sinpin lawa, 160
#b, pana sona, 160
#b, kon sewi, 160
#b, kama jan, 160
#b, ike la, 160
#b, wile mi, 159
#b, pilin pi, 159
#b, mute mute, 159
#b, lon anpa, 159
#b, tomo pali, 158
#b, tan tomo, 158
#b, sona tawa, 158
#b, ilo sona, 158
#b, supa monsi, 157
#b, sina awen, 157
#b, mani pi, 157
#b, suli nanpa, 156
#b, moku li, 156
#b, mi pona, 156
#b, ko lete, 156
#b, mi tan, 155
#b, wan pi, 154
#b, sina moku, 154
#b, pini pi, 154
#b, lupa tomo, 154
#b, li alasa, 154
#b, ala pana, 154
#b, tomo lon, 153
#b, tenpo li, 153
#b, telo pi, 153
#b, sike ma, 153
#b, ali la, 153
#b, ala moku, 153
#b, toki sin, 152
#b, meli pi, 152
#b, lawa ma, 152
#b, lape lon, 152
#b, kepeken noka, 152
#b, e suno, 152
#b, pali ni, 151
#b, nasa li, 151
#b, ijo ike, 151
#b, seme tawa, 150
#b, sama la, 150
#b, o moku, 150
#b, sinpin pi, 149
#b, la tomo, 149
#b, kute ala, 149
#b, sina pona, 148
#b, la telo, 148
#b, ijo la, 148
#b, wile kepeken, 147
#b, tomo lawa, 147
#b, pona sina, 147
#b, pona lili, 147
#b, mi anu, 147
#b, li tenpo, 147
#b, kepeken tenpo, 147
#b, e supa, 147
#b, wile jo, 146
#b, seme mi, 146
#b, pona tan, 146
#b, pi soweli, 146
#b, pali mi, 146
#b, esun e, 145
#b, e lawa, 145
#b, sin la, 144
#b, mije mi, 144
#b, lukin pi, 144
#b, lili mute, 144
#b, ala kin, 144
#b, toki ona, 143
#b, pi sona, 143
#b, mani tawa, 143
#b, ma ante, 143
#b, lon sona, 143
#b, e sijelo, 143
#b, pi kulupu, 142
#b, len pi, 142
#b, ala pi, 142
#b, utala li, 141
#b, li jaki, 141
#b, kama wile, 141
#b, sin lon, 140
#b, lawa sina, 140
#b, kama weka, 140
#b, ijo ni, 139
#b, awen tawa, 139
#b, pimeja li, 138
#b, mute ala, 138
#b, mama ona, 138
#b, suli ala, 137
#b, pi pali, 137
#b, o sina, 137
#b, tawa kepeken, 136
#b, pi meli, 136
#b, lon ale, 136
#b, tan mi, 135
#b, pi pana, 135
#b, lili ni, 135
#b, kama pi, 135
#b, jan nasa, 135
#b, sama sina, 134
#b, mute lili, 134
#b, lukin mi, 134
#b, li wan, 134
#b, e ken, 134
#b, sona la, 133
#b, li mute, 133
#b, ilo open, 133
#b, suno pi, 132
#b, sin tawa, 132
#b, sijelo li, 132
#b, kama lukin, 132
#b, pi noka, 131
#b, pali pona, 131
#b, lipu toki, 131
#b, suli tawa, 130
#b, pali li, 130
#b, wile awen, 129
#b, soweli tawa, 129
#b, musi uta, 129
#b, ma ale, 129
#b, ilo sitelen, 129
#b, tawa insa, 128
#b, suno mute, 128
#b, sitelen pi, 128
#b, mute ni, 128
#b, li ni, 128
#b, tu la, 127
#b, tan sewi, 127
#b, ale lon, 127
#b, ala awen, 127
#b, sona sina, 126
#b, mute a, 126
#b, li suwi, 126
#b, pali sina, 125
#b, o open, 125
#b, mi taso, 125
#b, li mije, 125
#b, kepeken nasin, 125
#b, waso li, 124
#b, mi weka, 124
#b, lon pi, 124
#b, e suwi, 124
#b, e musi, 124
#b, ante la, 124
#b, sewi lon, 123
#b, lukin li, 123
#b, lon lipu, 123
#b, linja pi, 123
#b, lili ona, 123
#b, ike sijelo, 123
#b, ike e, 123
#b, ijo ala, 123
#b, wan lon, 122
#b, uta e, 122
#b, pi kon, 122
#b, musi lon, 122
#b, moku pi, 122
#b, kon tawa, 122
#b, jan tan, 122
#b, anpa e, 122
#b, tawa kama, 121
#b, sina pi, 121
#b, pan suwi, 121
#b, ona tan, 121
#b, lili lon, 121
#b, li mu, 121
#b, kepeken len, 121
#b, ijo tawa, 121
#b, e kala, 121
#b, tan sina, 120
#b, pali mute, 120
#b, pakala li, 120
#b, pi nimi, 119
#b, musi ni, 119
#b, kulupu pi, 119
#b, kasi li, 119
#b, e sinpin, 119
#b, e mama, 119
#b, e kiwen, 119
#b, sitelen ni, 118
#b, mama sina, 118
#b, lon kon, 118
#b, li kiwen, 118
#b, weka ala, 117
#b, sin ala, 117
#b, ike pi, 117
#b, sitelen lape, 116
#b, pi lili, 116
#b, mi en, 116
#b, ijo sin, 116
#b, ijo mute, 116
#b, ale tawa, 116
#b, suli lon, 115
#b, sina tan, 115
#b, nimi mi, 115
#b, mun nanpa, 115
#b, lon ona, 115
#b, kepeken luka, 115
#b, ilo tenpo, 115
#b, e wawa, 115
#b, sona lon, 114
#b, mi pini, 114
#b, mama pi, 114
#b, lili tawa, 114
#b, e palisa, 114
#b, awen sona, 114
#b, wawa lili, 113
#b, pi linja, 113
#b, meli ona, 113
#b, linja li, 113
#b, kama e, 113
#b, wawa pi, 112
#b, pi tawa, 112
#b, pi supa, 112
#b, tawa mama, 111
#b, mute ale, 111
#b, mi sitelen, 111
#b, lon li, 111
#b, taso e, 110
#b, ma lon, 110
#b, lon open, 110
#b, e kulupu, 110
#b, ni o, 109
#b, ni nasin, 109
#b, mije pi, 109
#b, toki ike, 108
#b, tawa la, 108
#b, nena suli, 108
#b, mute taso, 108
#b, mute tan, 108
#b, lukin pali, 108
#b, lukin lon, 108
#b, la kon, 108
#b, wawa tawa, 107
#b, ona kepeken, 107
#b, lupa suno, 107
#b, lape ala, 107
#b, toki anu, 106
#b, mi sina, 106
#b, len e, 106
#b, ken e, 106
#b, anpa pi, 106
#b, telo tawa, 105
#b, tan ona, 105
#b, suli seme, 105
#b, ona pi, 105
#b, lukin sama, 105
#b, la seme, 105
#b, sina taso, 104
#b, sina pini, 104
#b, moku tawa, 104
#b, len lawa, 104
#b, tomo moku, 103
#b, tawa tan, 103
#b, sona wawa, 103
#b, sijelo ona, 103
#b, o pona, 103
#b, ni kepeken, 103
#b, musi ala, 103
#b, mi kin, 103
#b, e lukin, 103
#b, wile lape, 102
#b, tawa sin, 102
#b, tawa meli, 102
#b, pona anu, 102
#b, pakala ala, 102
#b, e nena, 102
#b, ale ni, 102
#b, telo pimeja, 101
#b, suwi li, 101
#b, sona sin, 101
#b, sike pi, 101
#b, sike mun, 101
#b, seme pi, 101
#b, poki pi, 101
#b, poka jan, 101
#b, pi lipu, 101
#b, pali sama, 101
#b, ni ala, 101
#b, li soweli, 101
#b, kulupu li, 101
#b, jan taso, 101
#b, utala ala, 100
#b, tomo la, 100
#b, toki wawa, 100
#b, tenpo sama, 100
#b, tenpo ali, 100
#b, sama ala, 100
#b, pilin musi, 100
#b, lon mi, 100
#b, ike lon, 100
#b, ijo ante, 100
#b, suno la, 99
#b, soweli lili, 99
#b, moli lon, 99
#b, wile la, 98
#b, tawa pona, 98
#b, la meli, 98
#b, ken ni, 98
#b, e nanpa, 98
#b, ala pini, 98
#b, sama ona, 97
#b, kalama uta, 97
#b, ike mi, 97
#b, ala mi, 97
#b, pi mije, 96
#b, pali ona, 96
#b, lipu tawa, 96
#b, lili sina, 96
#b, ijo lon, 96
#b, tu pi, 95
#b, tawa soweli, 95
#b, sijelo pi, 95
#b, poka ona, 95
#b, mute pona, 95
#b, la ma, 95
#b, kin tawa, 95
#b, jan poka, 95
#b, jan ona, 95
#b, ike ni, 95
#b, suli ike, 94
#b, suli e, 94
#b, soweli suwi, 94
#b, sama pi, 94
#b, li mama, 94
#b, jan anu, 94
#b, ona tu, 93
#b, ona taso, 93
#b, olin li, 93
#b, lon monsi, 93
#b, li sike, 93
#b, kama lili, 93
#b, kama li, 93
#b, ilo utala, 93
#b, ala ni, 93
#b, weka la, 92
#b, sin pi, 92
#b, lon tawa, 92
#b, lon ilo, 92
#b, li laso, 92
#b, li ala, 92
#b, la mama, 92
#b, kama poka, 92
#b, telo walo, 91
#b, soweli wawa, 91
#b, moku la, 91
#b, jan utala, 91
#b, anpa lon, 91
#b, suli ni, 90
#b, sijelo mi, 90
#b, sama lon, 90
#b, pi wile, 90
#b, o kute, 90
#b, o ken, 90
#b, nasin suno, 90
#b, luka wan, 90
#b, luka sina, 90
#b, la soweli, 90
#b, e pipi, 90
#b, wile lon, 89
#b, wawa lon, 89
#b, tomo lili, 89
#b, tawa anpa, 89
#b, sama tawa, 89
#b, pipi li, 89
#b, moli li, 89
#b, mi ona, 89
#b, lukin mute, 89
#b, li mani, 89
#b, e mute, 89
#b, toki mute, 88
#b, tenpo seli, 88
#b, tenpo mun, 88
#b, pona nasa, 88
#b, pi poki, 88
#b, nimi ona, 88
#b, ni seme, 88
#b, lukin sina, 88
#b, lukin ona, 88
#b, li len, 88
#b, jan suli, 88
#b, jan olin, 88
#b, toki taso, 87
#b, toki musi, 87
#b, sike tu, 87
#b, sike e, 87
#b, sewi la, 87
#b, sama li, 87
#b, pona ale, 87
#b, pilin sama, 87
#b, pi ike, 87
#b, open lon, 87
#b, li tomo, 87
#b, li sin, 87
#b, wile sina, 86
#b, sina sama, 86
#b, pona taso, 86
#b, pimeja pini, 86
#b, pi len, 86
#b, ona o, 86
#b, kin la, 86
#b, ante pi, 86
#b, tenpo musi, 85
#b, tenpo lete, 85
#b, taso la, 85
#b, pona ni, 85
#b, pali tawa, 85
#b, nimi sina, 85
#b, loje li, 85
#b, en mi, 85
#b, toki tan, 84
#b, pi lon, 84
#b, noka suli, 84
#b, nimi li, 84
#b, nasa tawa, 84
#b, lipu li, 84
#b, li lete, 84
#b, la toki, 84
#b, ken sona, 84
#b, ken pona, 84
#b, ijo mi, 84
#b, ala weka, 84
#b, taso sina, 83
#b, sina weka, 83
#b, pilin pakala, 83
#b, pi nena, 83
#b, moku ni, 83
#b, mi ale, 83
#b, mi ala, 83
#b, lon sina, 83
#b, walo li, 82
#b, ken awen, 82
#b, kalama wawa, 82
#b, e selo, 82
#b, tomo telo, 81
#b, soweli mani, 81
#b, seme ona, 81
#b, pini li, 81
#b, pilin ona, 81
#b, pakala la, 81
#b, o mi, 81
#b, mi pakala, 81
#b, mama sewi, 81
#b, lon lawa, 81
#b, e noka, 81
#b, telo wawa, 80
#b, tawa pali, 80
#b, nasa ala, 80
#b, lukin tawa, 80
#b, lon lupa, 80
#b, la nasin, 80
#b, akesi tan, 80
#b, telo lon, 79
#b, sona lili, 79
#b, sina sina, 79
#b, pimeja la, 79
#b, nasin pona, 79
#b, mi sama, 79
#b, luka e, 79
#b, len ni, 79
#b, e ala, 79
#b, open ala, 78
#b, nasin telo, 78
#b, nasa la, 78
#b, mun li, 78
#b, mi lape, 78
#b, e ali, 78
#b, wile mute, 77
#b, toki suli, 77
#b, toki kin, 77
#b, sona pona, 77
#b, sona kin, 77
#b, sina kute, 77
#b, poki ni, 77
#b, pilin lape, 77
#b, ona ona, 77
#b, mije ona, 77
#b, luka ona, 77
#b, li nasin, 77
#b, kama wan, 77
#b, kama pilin, 77
#b, kalama ala, 77
#b, ijo sina, 77
#b, ijo pona, 77
#b, e utala, 77
#b, ala kute, 77
#b, weka lon, 76
#b, toki insa, 76
#b, pali la, 76
#b, musi e, 76
#b, monsi pi, 76
#b, la mije, 76
#b, la ijo, 76
#b, kon seli, 76
#b, kili li, 76
#b, tomo suli, 75
#b, telo ni, 75
#b, pi selo, 75
#b, ona anu, 75
#b, noka lon, 75
#b, musi tawa, 75
#b, e olin, 75
#b, tenpo nanpa, 74
#b, supa moku, 74
#b, pi kiwen, 74
#b, lon jan, 74
#b, e waso, 74
#b, e kule, 74
#b, uta pi, 73
#b, tenpo pona, 73
#b, telo kasi, 73
#b, seme sina, 73
#b, pipi waso, 73
#b, pi sijelo, 73
#b, nasa mute, 73
#b, musi la, 73
#b, li ilo, 73
#b, lape pi, 73
#b, kama nasa, 73
#b, kalama e, 73
#b, esun li, 73
#b, anu e, 73
#b, ala jan, 73
#b, sina olin, 72
#b, pona a, 72
#b, olin ala, 72
#b, o sitelen, 72
#b, moli la, 72
#b, moku mute, 72
#b, luka mi, 72
#b, la ale, 72
#b, kule li, 72
#b, kiwen uta, 72
#b, ken moku, 72
#b, kalama pi, 72
#b, insa mi, 72
#b, tomo anu, 71
#b, tawa pini, 71
#b, soweli suli, 71
#b, sijelo sina, 71
#b, seli pi, 71
#b, pona kin, 71
#b, olin mi, 71
#b, nasa pi, 71
#b, moli ala, 71
#b, lape la, 71
#b, ken pilin, 71
#b, ala taso, 71
#b, taso lon, 70
#b, suli lili, 70
#b, seme jan, 70
#b, o lawa, 70
#b, mi open, 70
#b, mi lawa, 70
#b, kiwen li, 70
#b, ken kute, 70
#b, e sama, 70
#b, pali sin, 69
#b, noka mi, 69
#b, moku telo, 69
#b, mama li, 69
#b, lukin a, 69
#b, kama ante, 69
#b, telo sijelo, 68
#b, tan ijo, 68
#b, sama e, 68
#b, poka ante, 68
#b, noka sina, 68
#b, noka pi, 68
#b, lipu sona, 68
#b, li esun, 68
#b, kepeken wawa, 68
#b, ijo sama, 68
#b, e jaki, 68
#b, ala anu, 68
#b, pi sina, 67
#b, mute kin, 67
#b, lon pini, 67
#b, li suno, 67
#b, li loje, 67
#b, jan tu, 67
#b, wile weka, 66
#b, suwi tawa, 66
#b, suno nanpa, 66
#b, pi moku, 66
#b, pi insa, 66
#b, ni ale, 66
#b, mute mi, 66
#b, mute anu, 66
#b, ken lon, 66
#b, ijo tan, 66
#b, e tan, 66
#b, tomo lape, 65
#b, toki sewi, 65
#b, suno tu, 65
#b, sina en, 65
#b, pona nanpa, 65
#b, o kalama, 65
#b, nasa lon, 65
#b, mute jan, 65
#b, ma seme, 65
#b, jelo li, 65
#b, jan moli, 65
#b, ilo moku, 65
#b, anpa la, 65
#b, wan e, 64
#b, tawa tenpo, 64
#b, poka la, 64
#b, pi palisa, 64
#b, nasa e, 64
#b, mama mama, 64
#b, lete lili, 64
#b, lawa ala, 64
#b, kulupu musi, 64
#b, kepeken supa, 64
#b, wile pona, 63
#b, wile pi, 63
#b, tawa toki, 63
#b, tan telo, 63
#b, mu pi, 63
#b, li walo, 63
#b, lape li, 63
#b, jan wan, 63
#b, insa e, 63
#b, esun pi, 63
#b, uta ona, 62
#b, telo loje, 62
#b, tan tenpo, 62
#b, tan supa, 62
#b, pona ona, 62
#b, ni kin, 62
#b, meli sina, 62
#b, ma anu, 62
#b, lukin jo, 62
#b, lon weka, 62
#b, li sewi, 62
#b, lete la, 62
#b, lape mi, 62
#b, kule pi, 62
#b, ilo lukin, 62
#b, e tawa, 62
#b, e seli, 62
#b, akesi li, 62
#b, tawa supa, 61
#b, sona ona, 61
#b, sike esun, 61
#b, seli la, 61
#b, pi wan, 61
#b, nanpa pi, 61
#b, lili tu, 61
#b, la tan, 61
#b, la pilin, 61
#b, ken lawa, 61
#b, insa tomo, 61
#b, ale ale, 61
#b, ala sin, 61
#b, tenpo la, 60
#b, suno lon, 60
#b, seme tan, 60
#b, ilo musi, 60
#b, e lape, 60
#b, ala sina, 60
#b, wawa la, 59
#b, wan tawa, 59
#b, tawa mije, 59
#b, sinpin la, 59
#b, sewi e, 59
#b, pini lon, 59
#b, pi kili, 59
#b, pi ale, 59
#b, luka pi, 59
#b, kulupu ni, 59
#b, wile ona, 58
#b, tu ni, 58
#b, poki telo, 58
#b, pi ko, 58
#b, pakala lon, 58
#b, nasin li, 58
#b, luka li, 58
#b, li nimi, 58
#b, jan musi, 58
#b, ilo ni, 58
#b, awen pi, 58
#b, anpa li, 58
#b, ala ona, 58
#b, ala ike, 58
#b, tenpo wan, 57
#b, telo lukin, 57
#b, sitelen li, 57
#b, sina nasa, 57
#b, sike mute, 57
#b, seli mute, 57
#b, seli lon, 57
